pk_reference_id,fk_ref_source_id,reference_authors,reference_year,chapter_article_title,volume,pages,data_source,verify
5346,281,"Singer, R., Smith, A.H.",1946,,38,500-523,Ginns,TRUE
5347,822,"Singh, P.",1969,,31,,Ginns,TRUE
5348,823,"Singh, P.",1974,,,,Ginns,TRUE
5349,53,"Singh, P.",1981,Armillaria mellea: Distribution and hosts in Newfoundland and Labrador,61,31-36,Martin,TRUE
5350,53,"Singh, P.",1981,Inland spruce cone rust of black spruce in Newfoundland and Labrador,61,43-47,Martin,TRUE
5351,372,"Singh, P.",1982,Inland Spruce Cone Rust: A New Disease of Black Spruce in Newfoundland and Labrador,11,9-10,Martin,TRUE
5352,824,"Singh, P., Carew, G.C.",1973,,,,Ginns,TRUE
5353,53,"Singh, P., Carew, G.C.",1980,,60,21-22,Ginns,TRUE
5354,372,"Singh, P., Carew, G.C.",1982,Needle Rusts of Spruces Were Unusually Conspicuous in Newfoundland in 1981,11,7,Martin,TRUE
5355,53,"Singh, P., Carew, G.C.",1983,Armillaria root rot on urban trees: another perspective to the root rot problem in Newfoundland,63,3-6,Martin,TRUE
5356,114,"Singh, P., Carew, G.C.",1989,Impact of eastern dwarf mistletoe in black spruce forests of Newfoundland,19,305-322,Martin,TRUE
5357,114,"Singh, P., Carew, G.C.",1990,"Inland spruce cone rust of black spruce: Effect on cone and seed yield, and seed quality",20,397-404,Martin,TRUE
5358,118,"Singh, P., Richardson, J.",1973,,49,180-182,Ginns,TRUE
5359,317,"Singh, P., Dorworth, C.E., Skilling, D.D.",1980,,64,1117-1118,Ginns,TRUE
5360,317,"Singh, P.",1982,Eastern Dwarf Mistletoe: Distribution and Severity in Black Spruce Stands of Newfoundland,66,312-316,Martin,TRUE
5361,312,"Singh, P.",1982,Severity of Armillaria mellea in soil with low pH and nutrient deficiency,72,966,Martin,TRUE
5362,315,"Singh, R.P.",1969,Natural infection of fenugreek by two legume viruses,53,194-198,Martin,TRUE
5363,312,"Singh, R.P.",1982,A unique interaction of Spindle Tuber Viroid and Virus Y in potatoes,72,962,Martin,TRUE
5364,53,"Singh, R.P.",1992,Incidence of the tobacco veinal necrotic strain of potato virus Y (PVYN) in Canada in 1990 and 1991 and scientific basis for eradication of the disease,72,113-119,Martin,TRUE
5365,312,"Singh, R.P., Boucher, A., Singh, A.",1990,Seed transmission and additional host plant of a viroid from Coleus,80,998,Martin,TRUE
5366,317,"Singh, R.P., Boucher, A.",1991,High Incidence of Transmission and Occurrence of a Viroid in Commercial Seeds of Coleus in Canada,75,184-187,Martin,TRUE
5367,53,"Singh, R.P., Crowley, C.F.",1985,Successful management of potato spindle tuber viroid in seed potato crop,65,9-10,Martin,TRUE
5368,312,"Singh, R.P., Lopéz-Abella, D.",1971,Natural Infection of Coriander Plants by a Strain of Clover Yellow Vein Virus,61,333-334,Martin,TRUE
5369,53,"Singh, R.P., Mcdonald, J.G.",1980,A chlorotic mosaic of fall hawkbit (Leontodon autumnalis),60,47-50,Martin,TRUE
5370,321,"Singh, R.P., Somerville, T.H.",1987,New disease symptoms observed on field-grown potato plants with potato spindle tuber viroid and potato virus Y infections,30,127-132,Martin,TRUE
5371,3,"Singh, R.P., Somerville, T.H.",1987,Relationship of virus concentration with the field resistance to Potato Virus Y in Potatoes,64,69-80,Martin,TRUE
5372,46,"Singh, R.P., Boucher, A., Wang, R.G., Somerville, T.H.",1992,Potato spindle tuber viroid is not encapsidated in vivo by potato virus Y particles,14,18-21,Martin,TRUE
5373,3,"Singh, R.P., Finnie, R.E., Bagnall, R.H.",1970,Relative prevalence of mild and severe strains of Potato Spindle Tuber Virus in Eastern Canada,47,289-293,Martin,TRUE
5374,3,"Singh, R.P., Finnie, R.E., Bagnall, R.H.",1971,Losses due to the Potato Spindle Tuber Virus,48,262-267,Martin,TRUE
5375,114,"Singh, P.",1983,Armillaria root rot: Influence of soil nutrients and pH on the susceptibility of conifer species to the disease,13,92-101,Martin,TRUE
5376,46,"Sinha, R.C., Chiykowski, L.N.",1980,Transmission and morphological features of mycoplasmalike bodies associated with peach X-disease,2,119-124,Martin,TRUE
5377,46,"Sinha, R.C., Chiykowski, L.N.",1984,Purification and serological detection of mycoplasmalike organisms from plants affected by peach eastern X-disease,6(3),200-205,Martin,TRUE
5378,260,"Sinha, R.N.",1983,"Effects of Stored-Product Beetle Infestation on Fat Acidity, Seed Germination, and Microflora of Wheat",76,813-817,Martin,TRUE
5379,48,"Sinha, R.N., Wallace, H.A.H.",1965,,45,48-59,Ginns,TRUE
5380,285,"Sinha, R.N., Tuma, D., Abramson, D., Muir, W.E.",1988,Fungal volatiles associated with moldy grain in ventilated and non-ventilated bin-stored wheat,101,53-60,Martin,TRUE
5381,323,"Sinnott, N.M., Copeman, R.J.",1977,The etiology and epidemiology of bacterial blight of raspberry in B.C.,44,44,Martin,TRUE
5382,46,"Sippell, D.W., Hall, R.",1982,"Effects of pathogen species, inoculum concentration, temperature, and soil moisture on bean root rot and plant growth",4,1-7,Martin,TRUE
5383,46,"Sippell, D.W., Hall, R.",1982,"Effects of Fusarium solani phaseoli, Pythium ultimum, and F. oxysporum on yield components of white bean",4,54-58,Martin,TRUE
5384,46,"Sippell, D.W., Davidson, J.G.N., Sadasivaiah, R.S.",1985,Rhizoctonia root rot of rapeseed in the Peace River region of Alberta,7,184-186,Martin,TRUE
5385,312,"Sippell, D.W., Wong, R.S-C., Hall, R.",1988,Isozyme polymorphisms differentiate isolates of Leptosphaaeria maculans virulent and weakly virulent to Brassica napus,78,1511,Martin,TRUE
5386,45,"Sirois, J.C., Peterson, E.A.",1982,A rapid screening method for Rhizobium meliloti symbiotic nitrogenase activity,28,265-268,Martin,TRUE
5387,86,"Sivanesan, A.",1971,,127,,Ginns,TRUE
5388,86,"Sivanesan, A.",1987,"Graminicolous species of Bipolaris, Curvularia, Drechslera, Exserohilum and their teleomorphs",158,261,Martin,TRUE
5389,312,"Skaalid, S.",1992,Gray mould of greenhouse-grown Douglas-fir seedlings: effect of sowing densities and canopy level on needle senescence and disease severity,82,1168,Martin,TRUE
5390,116,"Skalicky, V.",1983,The Revision of Species of the Genus Peronospora on Host Plants of the Family Rosaceae with Respect to Central European Species,18,71-101,Martin,TRUE
5391,317,"Skilling, D.",1984,Distribution of Serological Strains of Gremmeniella abietina in Eastern North America,68,937-938,Martin,TRUE
5392,50,"Skolko, A.J.",1944,,22,251-271,Conners,TRUE
5393,50,"Skolko, A.J., Groves, J.W.",1948,,26,269-280,Conners,TRUE
5394,41,"Skolko, A.J., Groves, J.W.",1953,,31,779-809,Conners,TRUE
5395,40,"Skolko, A.J., Groves, J.W., Wallen, V.R.",1954,,34,417-428,Conners,TRUE
5396,312,"Skoropad, W.P.",1959,,49,623-626,Conners,TRUE
5397,323,"Skoropad, W.P.",1963,,30,18,Ginns,TRUE
5398,48,"Skoropad, W.P.",1966,,46,243-247,Ginns,TRUE
5399,48,"Skoropad, W.P., Tewari, J.P.",1977,,57,1001-1003,Ginns,TRUE
5400,312,"Skoropad, W.P., Arny, D.C.",1956,,46,289-292,Conners,TRUE
5401,312,"Skoropad, W.P., Arny, D.C.",1957,,47,249-252,Conners,TRUE
5402,41,"Skoropad, W.P., Johnson, L.P.V.",1952,,30,525-536,Conners,TRUE
5403,312,"Skotland, C.B., Traquair, J.A.",1982,"A dormant rhizome rot of Scotch Spearmint, Mentha cardica, caused by Rhizoctonia solani",72,994,Martin,TRUE
5404,53,"Slopek, S.W.",1989,First report of eyespot [Pseudocercosporella herpotrichoides] in spring barley in Alberta,69,125-127,Martin,TRUE
5405,53,"Slopek, S.W., Anderson, M.",1991,"Survey of Sclerotinia stem rot in south-central Alberta, 1990",71,101,Martin,TRUE
5406,53,"Slopek, S.W., Peters, S.",1988,"A survey of canola diseases in south central Alberta, 1987",68,113-114,Martin,TRUE
5407,53,"Slopek, S.W., Labun, T.J.",1990,"Incidence of eyespot in barley in Alberta, 1989",70,36,Martin,TRUE
5408,53,"Slopek, S.W., Labun, T.J.",1992,First report of halo spot of barley caused by Pseudoseptoria stomaticola in Alberta,72,5-7,Martin,TRUE
5409,53,"Slopek, S.W., Fletcher, B., Labun, T.L.",1990,First report of eyespot [Pseudocercosporella herpotrichoides] in wheat in the Prairie Provinces,70,119-121,Martin,TRUE
5410,826,"Sluggett, L.J.",1972,Corky Root Disease of Douglas-fir nursery seedlings,53,1,Martin,TRUE
5411,50,"Slykhuis, J.T.",1947,,25,155180,Conners,TRUE
5412,350,"Slykhuis, J.T.",1952,,32,1-18,Conners,TRUE
5413,350,"Slykhuis, J.T.",1953,,33,195-197,Conners,TRUE
5414,312,"Slykhuis, J.T.",1955,,45,116-128,Conners,TRUE
5415,312,"Slykhuis, J.T.",1956,,46,682-687,Conners,TRUE
5416,48,"Slykhuis, J.T.",1961,Differential hosts and new host records for five grass viruses,41,211-216,Martin,TRUE
5417,48,"Slykhuis, J.T.",1961,Eriophyid mites in relation to the spread of grass viruses in Ontario,41,304-308,Martin,TRUE
5418,53,"Slykhuis, J.T.",1961,,41,330-343,Conners,TRUE
5419,53,"Slykhuis, J.T.",1961,The causes and distribution of mosaic diseases of wheat in Canada in 1961,41,330-343,Martin,TRUE
5420,323,"Slykhuis, J.T.",1962,"Wheat Streak Mosaic in Canada, a disease with international relations",29,17,Martin,TRUE
5421,41,"Slykhuis, J.T.",1962,,40,1439-1447,Conners,TRUE
5422,41,"Slykhuis, J.T.",1962,Agropyron Mosaic as a disease of wheat in Canada,40,1439-1447,Martin,TRUE
5423,53,"Slykhuis, J.T.",1962,"Wheat Striate Mosaic, a virus disease to watch on the prairies",42,135-142,Martin,TRUE
5424,53,"Slykhuis, J.T.",1962,,42,135-142,Conners,TRUE
5425,53,"Slykhuis, J.T.",1962,Survey for virus diseases of cereals in Manitoba and Saskatchewan,42,255,Martin,TRUE
5426,312,"Slykhuis, J.T.",1962,Wheat Striate Mosaic in Canada,52,753,Martin,TRUE
5427,41,"Slykhuis, J.T.",1963,Vector and host relations of North American Wheat Striate Mosaic Virus,41,1171-1185,Martin,TRUE
5428,41,"Slykhuis, J.T.",1963,,41,1171-1185,Conners,TRUE
5429,53,"Slykhuis, J.T.",1964,Noteworthy and new records of grass viruses in Canada in 1964,44,242-243,Martin,TRUE
5430,53,"Slykhuis, J.T.",1966,Hordeum Mosaic Virus on perennial grasses in Manitoba,46,147,Martin,TRUE
5431,312,"Slykhuis, J.T.",1969,"Transmission of Agropyron Mosaic Virus by the Eriophyid Mite, Abacarus hystrix",59,29-32,Martin,TRUE
5432,312,"Slykhuis, J.T.",1972,Poa Semilatent Virus from Native Grasses,62,508-513,Martin,TRUE
5433,48,"Slykhuis, J.T.",1973,Characteristics of suppression of Wheat Spindle Streak Mosaic by nitrogen fertilizers,53,477-483,Martin,TRUE
5434,53,"Slykhuis, J.T.",1975,Effects of drying on the transmissibility of wheat spindle streak mosaic virus in soils from wheat fields in Ontario,55,106-108,Martin,TRUE
5435,312,"Slykhuis, J.T.",1975,Seasonal Transmission of Wheat Spindle Streak Mosaic Virus,65,1133-1136,Martin,TRUE
5436,312,"Slykhuis, J.T.",1975,Factors Critical to Mechanical Transmissibility of Wheat Spindle Streak Mosaic Virus,65,582-584,Martin,TRUE
5437,312,"Slykhuis, J.T., Barr, D.J.S.",1978,,68,639-643,Ginns,TRUE
5438,53,"Slykhuis, J.T., Baylis, R.J.",1957,Agropyron Streak Mosaic on Wheat in Ontario and its Transmission by an Eriophyid Mite,37,28,Martin,TRUE
5439,53,"Slykhuis, J.T., Baylis, R.J.",1958,Agropyron Streak Mosaic on Wheat in Ontario,38,16-17,Martin,TRUE
5440,53,"Slykhuis, J.T., Atkinson, T.G.",1966,A mosaic disease of Poa palustris in Alberta,46,147-148,Martin,TRUE
5441,312,"Slykhuis, J.T., Bell, W.",1963,"New evidence on the Distribution of Wheat Streak Mosaic Virus and the Relation of Isolates from Rumania, Jordan, and Canada",53,236-237,Martin,TRUE
5442,41,"Slykhuis, J.T., Bell, W.",1966,"Differentiation of Agropyron Mosaic, Wheat Streak Mosaic, and a hitherto unrecognized Hordeum Mosaic Virus in Canada",44,1191-1208,Martin,TRUE
5443,53,"Slykhuis, J.T., Polák, Z.",1969,Verification of Wheat Spindle Streak Mosaic Virus as a cause of mosaic of wheat in Ontario,49,108-111,Martin,TRUE
5444,312,"Slykhuis, J.T., Polák, Z.",1971,"Factors Affecting Manual Transmission, Purification, and Particle Lengths of Wheat Spindle Streak Mosaic Virus",61,569-574,Martin,TRUE
5445,53,"Slykhuis, J.T., Baylis, R.J.",1958,,37,28,Conners,TRUE
5446,53,"Slykhuis, J.T., Baylis, R.J.",1959,,38,16-17,Conners,TRUE
5447,48,"Slykhuis, J.T., Mortimer, C.G., Gates, L.F.",1968,Kernel Red Streak of corn in Ontario and confirmation of Aceria tulipae (K.) as the causal agent,48,411-414,Martin,TRUE
5448,316,"Slykhuis, J.T., Zillinsky, E.J., Young, M., Richards, W.R.",1959,,262,317-322,Conners,TRUE
5449,315,"Slykhuis, J.T., Zillinsky, F.J., Hannah, A.E., Richards, W.R.",1959,,43,849-854,Conners,TRUE
5450,53,"Slykhuis, J.T., Zillinsky, F.J., Hannah, A.E.",1958,Barley Yellow Dwarf and Oat Red Leaf in the Ottawa Area,38,17,Martin,TRUE
5451,53,"Slykhuis, J.T., Yorston, J., Raine, J., Mcmullen, R.D., et al.",1980,Current status of little cherry disease in British Columbia,60,37-42,Martin,TRUE
5452,48,"Slyrhuis, J.T., Andrews, J.E., Pittman, U.J.",1957,,37,113-127,Conners,TRUE
5453,313,"Small, L.W., Pelletier, R.L.",1970,,51,151,Ginns,TRUE
5454,118,"Smerlis, E.",1961,,37,109-115,Ginns,TRUE
5455,41,"Smerlis, E.",1962,,40,351-359,Conners,TRUE
5456,41,"Smerlis, E.",1962,,40,351-359,Ginns,TRUE
5457,41,"Smerlis, E.",1966,,44,563-565,Ginns,TRUE
5458,41,"Smerlis, E.",1967,,45,1715-1717,Ginns,TRUE
5459,315,"Smerlis, E.",1967,,51,584-585,Ginns,TRUE
5460,315,"Smerlis, E.",1967,,51,678-679,Ginns,TRUE
5461,41,"Smerlis, E.",1968,,46,1329-1330,Ginns,TRUE
5462,41,"Smerlis, E.",1968,,46,597-599,Ginns,TRUE
5463,315,"Smerlis, E.",1968,,52,167-168,Ginns,TRUE
5464,315,"Smerlis, E.",1968,,52,403-404,Ginns,TRUE
5465,315,"Smerlis, E.",1968,,52,738-739,Ginns,TRUE
5466,41,"Smerlis, E.",1969,,47,213-214,Ginns,TRUE
5467,315,"Smerlis, E.",1969,,53,807-810,Ginns,TRUE
5468,315,"Smerlis, E.",1969,,53,979-983,Ginns,TRUE
5469,41,"Smerlis, E.",1970,,48,1613-1615,Ginns,TRUE
5470,41,"Smerlis, E.",1970,,48,1899-1901,Ginns,TRUE
5471,313,"Smerlis, E.",1970,,51,47-51,Ginns,TRUE
5472,313,"Smerlis, E.",1971,,52,28-31,Ginns,TRUE
5473,43,"Smerlis, E.",1973,,3,7-16,Ginns,TRUE
5474,41,"Smerlis, E., Saint-Laurent, M.",1966,,44,361,Ginns,TRUE
5475,315,"Smerlis, E., Saint-Laurent, M.",1966,,50,356-357,Ginns,TRUE
5476,261,"Smith, A.H., Hesler, L.R.",1946,,62,177-200,Ginns,TRUE
5477,53,"Smith, B.D., Busch, L.V., Boland, G.J.",1988,Survey of Verticillium wilt of alfalfa in southern Ontario,68,68-69,Martin,TRUE
5478,53,"Smith, E.A., Boland, G.J.",1988,Foliar disease survey of alfalfa in southwestern Ontario,68,70-71,Martin,TRUE
5479,53,"Smith, H.C.",1961,,41,344-352,Conners,TRUE
5480,53,"Smith, H.C.",1962,,42,143-150,Conners,TRUE
5481,53,"Smith, H.C.",1961,Susceptibility of Saia and Fulghum oat varieties to some strains of Barley Yellow Dwarf Virus,41,178-181,Martin,TRUE
5482,53,"Smith, H.C.",1961,"Barley Yellow Dwarf Virus survey in Canada, 1961",41,344-352,Martin,TRUE
5483,53,"Smith, J.D.",1965,,45,118-119,Ginns,TRUE
5484,53,"Smith, J.D.",1966,,46,123-125,Ginns,TRUE
5485,53,"Smith, J.D.",1967,,47,112-115,Ginns,TRUE
5486,48,"Smith, J.D.",1968,,48,329-331,Ginns,TRUE
5487,53,"Smith, J.D.",1969,,49,140-141,Ginns,TRUE
5488,48,"Smith, J.D.",1969,,49,381-383,Ginns,TRUE
5489,53,"Smith, J.D.",1969,,49,8-13,Ginns,TRUE
5490,48,"Smith, J.D.",1970,,50,746-747,Ginns,TRUE
5491,53,"Smith, J.D.",1970,,50,95-98,Ginns,TRUE
5492,41,"Smith, J.D.",1971,,49,377-381,Ginns,TRUE
5493,315,"Smith, J.D.",1971,,55,63-67,Ginns,TRUE
5494,53,"Smith, J.D.",1972,,52,25-29,Ginns,TRUE
5495,53,"Smith, J.D.",1972,,52,39-41,Ginns,TRUE
5496,46,"Smith, J.D.",1981,"Snow molds of winter cereals: guide for diagnosis, culture, and pathogenicity",3,15-25.,Martin,TRUE
5497,53,"Smith, J.D., Gossen, B.D.",1991,Disease surveys of golf courses in 1990,71,127,Martin,TRUE
5498,53,"Smith, J.D., Elliott, C.R.",1970,,50,84-87,Ginns,TRUE
5499,53,"Smith, J.D., Maginnes, E.A.",1966,,46,92-94,Ginns,TRUE
5500,53,"Smith, J.D., Maginnes, E.A.",1969,,49,43-45,Ginns,TRUE
5501,41,"Smith, J.D., Davidson, J.G.N.",1979,,57,2122-2139,Ginns,TRUE
5502,41,"Smith, J.D., Shoemaker, R.A.",1974,,52,2061-2074,Ginns,TRUE
5503,48,"Smith, J.D., Knowles, R.P.",1967,,47,679-681,Ginns,TRUE
5504,48,"Smith, J.D., Knowles, R.P.",1973,,53,93-99,Ginns,TRUE
5505,53,"Smith, J.D., Knowles, R.P.",1974,,54,108-110,Ginns,TRUE
5506,53,"Smith, J.D., Elliott, C.R., Shoemaker, R.A.",1968,,48,115-119,Ginns,TRUE
5507,827,"Smith, K.M.",1957,,,,Conners,TRUE
5508,280,"Smith, M.L., Anderson, J.B.",1989,Restriction fragment length polymorphisms in mitochondrial DNAs of Armillaria: identification of North American biological species,93,247-256,Martin,TRUE
5509,43,"Smith, R.B.",1971,,1,35-42,Ginns,TRUE
5510,43,"Smith, R.B.",1977,,7,632-640,Ginns,TRUE
5511,43,"Smith, R.B., Wass, E.F.",1976,,6,225-228,Ginns,TRUE
5512,46,"Smith, R.B., Wass, E.F.",1979,Infection trials with three dwarf mistletoe species within and beyond their known ranges in British Columbia,1,47-57,Martin,TRUE
5513,118,"Smith, R.B., Craig, H.M.",1968,,44,37-44,Ginns,TRUE
5514,118,"Smith, R.B., Craig, H.M.",1970,,46,217-220,Ginns,TRUE
5515,41,"Smith, R.B., Craig, H.M., Chu, D.",1970,,48,1541-1551,Ginns,TRUE
5516,53,"Smith, R.B., Baranyay, J.A., Morris, E.V.",1972,Three new host records for dwarf mistletoes in British Columbia,52,137-138,Martin,TRUE
5517,41,"Smith, R.S.",1970,,48,1731-1739,Ginns,TRUE
5518,43,"Smith, R.S., Ofosu-Asiedu, A.",1972,,2,16-26,Ginns,TRUE
5519,286,"Solheim, W.G., Cummins, G.B.",1979,,8,395-401,Ginns,TRUE
5520,41,"Soper, R.S.",1963,,41,875-878,Ginns,TRUE
5521,53,"Sosulski, F., Bernier, C.C.",1975,,55,155-157,Ginns,TRUE
5522,281,"Sowell, G., Korf, R.P.",1960,,52,934-945,Ginns,TRUE
5523,312,"Spangelo, L.P.S., Bolton, A.T.",1953,,43,345-347,Conners,TRUE
5524,41,"Spielman, L.",1985,A monograpgh of Valsa on hardwoods in North America,63,1355-1378,Martin,TRUE
5525,312,"Spielman, L.J., Hubbes, M.",1984,Characterization of Septoria musiva isolates from Ontario and the United States,74,840,Martin,TRUE
5526,317,"Spielman, L.J., Hubbes, M., Lin, D.",1986,Septoria musiva on Hybrid Poplar in Southern Ontario,70,968-971,Martin,TRUE
5527,365,"Spooner, B.M.",1982,Taxonomic notes on Excipularia and Scolicosporium,78,247-257,Martin,TRUE
5528,828,"Sprague, R.",1950,,,,Conners,TRUE
5529,281,"Sprague, R.",1950,,42,758-771,Conners,TRUE
5530,369,"Sprague, R.",1954,,22,161-169,Conners,TRUE
5531,369,"Sprague, R.",1955,,23,201-224,Conners,TRUE
5532,316,"Sprague, R.",1955,,232,,Conners,TRUE
5533,281,"Sprague, R.",1955,,47,835-845,Conners,TRUE
5534,281,"Sprague, R.",1956,,48,741-756,Conners,TRUE
5535,281,"Sprague, R.",1960,,52,357-377,Ginns,TRUE
5536,281,"Sprague, R.",1960,,52,698-718,Ginns,TRUE
5537,281,"Sprague, R.",1962,,54,44-61,Ginns,TRUE
5538,281,"Sprague, R.",1962,,54,593-610,Ginns,TRUE
5539,281,"Sprague, R.",1961,,52,698-718,Conners,TRUE
5540,281,"Sprague, R.",1963,,54,593-609,Conners,TRUE
5541,281,"Sridhar, K.R., Bärlocher, F.",1992,Aquatic hyphomycetes in spruce roots,84,580-584,Martin,TRUE
5542,313,"St-Arnaud, M., Neumann, P.",1990,Évaluation au Québec d'un modèle de prédiction de la fin de la période annuelle d'éjection des ascospores du Venturia inaequalis,71,17-23,Martin,TRUE
5543,313,"St-Arnaud, M., Neumann, P.",1990,Un modèle d'estimation de l'état d'avancement de la période d'infection primaire par le Venturia inaequalis en verger de pommiers,71,73-84,Martin,TRUE
5544,313,"St-Arnaud, M., Coulombe, L.J., Neumann, P., Jacob, A.",1983,"La prédiction de la maturité des ascospores du Venturia inaequalis … Frelighsburg, QC",64,92,Martin,TRUE
5545,313,"St-Arnaud, M., Coulombe, L.J., Neumann, P., Jacob, A.",1985,La maturation et l'éjection des ascospores du Venturia inaequalis … Frelighsburg (Quebec) en relation avec la température et la pluie,66,153-161,Martin,TRUE
5546,45,"St-Laurent, L., Bousquet, J., Simon, L., Lalonde, M.",1987,Separation of various Frankia strains in the Alnus and Elaeagnus host specificity groups using sugar analysis,33,764-772,Martin,TRUE
5547,41,"Stace-Smith, R.",1955,,33,264-274,Conners,TRUE
5548,41,"Stace-Smith, R.",1955,,33,314-322,Conners,TRUE
5549,41,"Stace-Smith, R.",1956,,34,435-442,Conners,TRUE
5550,41,"Stace-Smith, R.",1958,,36,385-388,Conners,TRUE
5551,41,"Stace-Smith, R.",1960,,38,283-285,Conners,TRUE
5552,53,"Stace-Smith, R.",1960,,40,24-42,Conners,TRUE
5553,41,"Stace-Smith, R.",1961,Studies on Rubus Virus diseases in British Columbia VII. Raspberry Vein Chlorosis,39,559-565,Martin,TRUE
5554,41,"Stace-Smith, R.",1962,Studies on Rubus virus diseases in British Columbia VIII. Raspberry Leaf Curl,40,651-657,Martin,TRUE
5555,41,"Stace-Smith, R.",1962,,40,905-912,Conners,TRUE
5556,41,"Stace-Smith, R.",1962,Studies on Rubus virus diseases in British Columbia IX. Ringspot Disease of red raspberry,40,905-912,Martin,TRUE
5557,322,"Stace-Smith, R.",1974,Occurrence of Tobacco Streak Virus in the native trailing blackberry in British Columbia,1,52,Martin,TRUE
5558,83,"Stace-Smith, R.",1983,New Viruses and virus diseases,2,11-12,Martin,TRUE
5559,317,"Stace-Smith, R.",1984,Red Raspberry Virus Diseases in North America,68,274-279,Martin,TRUE
5560,53,"Stace-Smith, R.",1988,Tomato Ringspot Virus disease survey of red raspberry,68,96-97,Martin,TRUE
5561,829,"Stace-Smith, R.",1989,Occurrence of Zucchini Yellow Mosaic Virus in Greenhouse Cucumber and Squash in British Columbia,67,134,Martin,TRUE
5562,312,"Stace-Smith, R.",1990,Pepper Mild Mottle Virus on greenhouse-grown peppers,80,892,Martin,TRUE
5563,41,"Stace-Smith, R., Hansen, A.J.",1974,Occurrence of tobacco ringspot virus in sweet cherry,52,1647-1651,Martin,TRUE
5564,1,"Stace-Smith, R., Hansen, A.J.",1976,Some properties of Cherry Rasp Leaf Virus,67,193-197,Martin,TRUE
5565,323,"Stace-Smith, R., Jacoli, G.G.",1966,A virus disease of rhubarb in British Columbia,33,18,Martin,TRUE
